,Order Channel,Quantity,Unit Price,Customer Type,Category Group,shippingStatus,Category,Delivery Date,Sales
462,Mobile App,1.0,13600.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-11 12:58:00,13600.0
463,Mobile App,3.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-11 14:03:00,20250.0
464,Mobile App,2.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-11 14:03:00,8400.0
465,Whatsapp,5.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-11 14:40:00,45250.0
466,Mobile App,3.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-11 15:04:00,33600.0
467,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-11 16:27:00,1.0
468,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-11 16:27:00,1500.0
469,Whatsapp,6.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-11 16:43:00,12000.0
470,Whatsapp,2.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-11 16:43:00,15600.0
471,Whatsapp,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-11 16:43:00,17000.0
472,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-11 16:43:00,1500.0
473,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-11 16:43:00,1.0
474,Mobile App,5.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-11 17:30:00,37250.0
475,Mobile App,20.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-11 17:58:00,182400.0
476,Mobile App,3.0,19170.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-11 17:58:00,57510.0
477,Whatsapp,3.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 08:25:00,20250.0
478,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 08:25:00,7450.0
479,Whatsapp,2.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 08:25:00,18240.0
480,Mobile App,3.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 10:23:00,33600.0
481,Mobile App,1.0,9350.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 10:23:00,9350.0
482,Whatsapp,1.0,12400.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-12 11:51:00,12400.0
483,Whatsapp,10.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-12 11:51:00,67500.0
484,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 12:01:00,3750.0
485,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 12:01:00,3750.0
486,Mobile App,0.25,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 12:01:00,1762.5
487,Whatsapp,2.0,8500.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-12 12:17:00,17000.0
488,Whatsapp,1.0,10050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 12:17:00,10050.0
489,Whatsapp,2.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-12 12:17:00,14900.0
490,Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 12:18:00,9050.0
491,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 12:18:00,6750.0
492,Whatsapp,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 12:18:00,18300.0
493,Whatsapp,3.0,11200.0,Modern Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 12:54:00,33600.0
494,Whatsapp,2.0,4200.0,Modern Trade,Breakfast & Snacks,delivered,Sugar,2020-12-12 12:54:00,8400.0
495,Whatsapp,2.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-12 13:11:00,8400.0
496,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-12 13:11:00,4200.0
497,Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 13:11:00,2000.0
498,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 13:40:00,6750.0
499,Whatsapp,1.0,12400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 13:40:00,12400.0
500,Mobile App,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 13:52:00,6750.0
501,Mobile App,0.5,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 13:52:00,4250.0
502,Mobile App,0.5,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 13:52:00,4525.0
503,Mobile App,0.5,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 13:52:00,5575.0
504,Mobile App,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 13:52:00,7050.0
505,Whatsapp,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 15:10:00,18300.0
506,Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 15:10:00,7050.0
507,Whatsapp,2.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 15:10:00,3100.0
508,Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 16:15:00,70500.0
509,Mobile App,2.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 16:29:00,22400.0
510,Mobile App,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 16:29:00,17000.0
511,Whatsapp,15.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 18:33:00,105750.0
512,Whatsapp,5.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 18:33:00,45250.0
513,Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 18:33:00,70500.0
514,Whatsapp,5.0,4200.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-12 18:33:00,21000.0
515,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-12 19:30:00,1500.0
516,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-12 19:30:00,1.0
517,Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 19:54:00,11200.0
518,Whatsapp,1.0,14700.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00,14700.0
519,Whatsapp,0.5,19170.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00,9585.0
520,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00,8500.0
521,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00,6750.0
522,Whatsapp,0.5,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00,11840.0
523,Whatsapp,2.0,9100.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 21:08:00,18200.0
524,Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00,7800.0
525,Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 09:22:00,9150.0
526,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00,10650.0
527,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00,3750.0
528,Whatsapp,1.0,8500.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00,8500.0
529,Whatsapp,1.0,7800.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00,7800.0
530,Whatsapp,3.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00,11250.0
531,Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 10:24:00,1.0
532,Whatsapp,2.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 10:24:00,3000.0
533,Mobile App,4.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:31:00,28200.0
534,Mobile App,4.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 10:31:00,15000.0
535,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:41:00,7450.0
536,Whatsapp,3.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:41:00,6000.0
537,Whatsapp,1.0,7500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-14 10:41:00,7500.0
538,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 11:15:00,1500.0
539,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 11:15:00,1.0
540,Whatsapp,1.0,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 11:52:00,11150.0
541,Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 11:52:00,9150.0
542,Whatsapp,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 11:52:00,1860.0
543,Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 11:52:00,7500.0
544,Whatsapp,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 11:52:00,5560.0
545,Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 12:17:00,1.0
546,Whatsapp,1.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 12:17:00,1500.0
547,Mobile App,30.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 12:36:00,83400.0
548,Mobile App,15.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 12:36:00,31200.0
549,Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 12:48:00,9150.0
550,Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 12:48:00,3000.0
551,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 12:48:00,13500.0
552,Whatsapp,2.0,3300.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-14 12:48:00,6600.0
553,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 13:01:00,1.0
554,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 13:01:00,1500.0
555,Mobile App,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00,7500.0
556,Mobile App,1.0,14700.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00,14700.0
557,Mobile App,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00,13500.0
558,Mobile App,10.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 14:29:00,30000.0
559,Mobile App,10.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 14:29:00,30000.0
560,Mobile App,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 15:07:00,33750.0
561,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 16:28:00,3750.0
562,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 16:28:00,3750.0
563,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-14 16:28:00,4200.0
564,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 16:39:00,1.0
565,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 16:39:00,1500.0
566,Mobile App,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00,17000.0
567,Mobile App,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00,7800.0
568,Mobile App,1.0,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00,23680.0
569,Mobile App,11.0,4200.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 17:22:00,46200.0
570,Mobile App,5.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-14 17:22:00,37250.0
571,Mobile App,10.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 17:22:00,27800.0
572,Mobile App,1.0,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00,23680.0
573,Mobile App,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00,8500.0
574,Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00,3750.0
575,Whatsapp,1.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 18:05:00,2780.0
576,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 18:05:00,10650.0
577,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 18:05:00,1.0
578,Whatsapp,2.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 18:05:00,3000.0
579,Whatsapp,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 19:06:00,18300.0
580,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 19:06:00,10650.0
581,Whatsapp,5.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 19:06:00,10400.0
582,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 19:06:00,1.0
583,Whatsapp,5.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 19:06:00,7500.0
584,Whatsapp,10.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 22:21:00,20000.0
585,Whatsapp,20.0,700.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 22:21:00,14000.0
586,Whatsapp,10.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 22:21:00,91500.0
587,Web App,2.0,12400.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 05:40:00,24800.0
588,Web App,20.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00,41600.0
589,Web App,50.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00,104000.0
590,Web App,5.0,3180.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00,15900.0
591,Web App,10.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00,20800.0
592,Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 09:02:00,9050.0
593,Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 11:35:00,10650.0
594,Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 11:35:00,7050.0
595,Whatsapp,1.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 11:35:00,2780.0
596,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 11:35:00,6750.0
597,Whatsapp,1.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 11:35:00,1550.0
598,USSD,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 12:26:00,9150.0
599,USSD,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 12:26:00,6750.0
600,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 13:20:00,7450.0
601,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-15 13:20:00,4200.0
602,Whatsapp,1.0,11000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:20:00,11000.0
603,Whatsapp,1.0,12400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,12400.0
604,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,6750.0
605,Mobile App,4.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,27000.0
606,Mobile App,2.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 13:47:00,14100.0
607,Mobile App,2.0,13600.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 13:47:00,27200.0
608,Mobile App,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 13:47:00,18300.0
609,Mobile App,4.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,42600.0
610,Mobile App,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 13:47:00,5560.0
611,Mobile App,1.0,12400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,12400.0
612,Mobile App,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00,1860.0
613,Mobile App,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 14:24:00,53250.0
614,Mobile App,1.0,7450.0,Modern Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 14:42:00,7450.0
615,Mobile App,1.0,14900.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00,14900.0
616,Whatsapp,1.0,1500.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00,1500.0
617,Whatsapp,1.0,1.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00,1.0
618,Whatsapp,3.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 14:55:00,6000.0
619,Whatsapp,4.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 15:03:00,27000.0
620,Whatsapp,4.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 15:03:00,11120.0
621,Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 15:03:00,7800.0
622,Mobile App,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 15:49:00,35250.0
623,Whatsapp,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 16:51:00,1860.0
624,Whatsapp,1.0,6100.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00,6100.0
625,Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00,2000.0
626,Whatsapp,2.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00,3100.0
627,Whatsapp,3.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 17:15:00,27450.0
628,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 17:15:00,6750.0
629,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-15 17:15:00,4200.0
630,Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 17:18:00,6750.0
631,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 17:21:00,1.0
632,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 17:21:00,1500.0
633,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:27:00,1500.0
634,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:27:00,1.0
635,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:33:00,1500.0
636,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:33:00,1.0
637,Mobile App,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 18:44:00,33750.0
638,Whatsapp,10.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 18:44:00,37500.0
639,Mobile App,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 22:29:00,6750.0
640,Mobile App,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 22:29:00,2000.0
641,Mobile App,1.0,10500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-15 22:29:00,10500.0
642,Whatsapp,2.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 09:35:00,14900.0
643,Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 09:35:00,7050.0
644,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 09:35:00,8500.0
645,Whatsapp,1.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-16 13:08:00,2780.0
646,Mobile App,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 13:15:00,35250.0
647,Whatsapp,10.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 13:53:00,91500.0
648,Whatsapp,2.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 13:53:00,20100.0
649,Whatsapp,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 13:53:00,35250.0
650,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00,7450.0
651,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00,7450.0
652,Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00,7050.0
653,Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 14:53:00,4550.0
654,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 14:53:00,13500.0
655,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 15:59:00,1500.0
656,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 15:59:00,1.0
657,Whatsapp,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 16:27:00,53250.0
658,Whatsapp,20.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 16:27:00,40000.0
659,Mobile App,5.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 18:17:00,37250.0
660,Mobile App,3.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-16 18:17:00,6240.0
661,Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 20:09:00,1500.0
662,Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 20:09:00,1.0
663,Web App,8.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 20:58:00,30000.0
664,Whatsapp,1.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 21:31:00,9050.0
665,Whatsapp,3.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 21:31:00,20250.0
666,Whatsapp,1.0,23680.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 21:31:00,23680.0
667,Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 07:41:00,7050.0
668,Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 07:41:00,7450.0
669,Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 07:41:00,3750.0
670,Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-17 09:04:00,1.0
671,Whatsapp,1.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-17 09:04:00,1500.0
672,Mobile App,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-17 12:07:00,5560.0
673,Mobile App,1.0,11000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:07:00,11000.0
674,Mobile App,0.5,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:07:00,11840.0
675,Mobile App,5.0,7050.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:10:00,35250.0
676,Mobile App,5.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:10:00,37250.0
677,Mobile App,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:47:00,70500.0
678,Mobile App,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:47:00,53250.0
679,Whatsapp,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-17 13:37:00,5560.0
680,Whatsapp,4.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 13:40:00,40200.0
681,Whatsapp,1.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 13:56:00,7450.0
682,Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 14:14:00,70500.0
683,Mobile App,3.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 14:20:00,33600.0
684,Whatsapp,1.0,7500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-17 14:56:00,7500.0
685,Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00,7800.0
686,Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-17 14:56:00,4200.0
687,Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00,13500.0
688,Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00,8500.0
